trades,win_rate,total_pts,total_usd,avg_pts,entry,exit
76,78.94736842105263,22670.75,453415.0,298.2993421052632,0.24,0.8
77,80.51948051948052,22614.75,452295.0,293.69805194805195,0.24,0.78
81,79.01234567901234,22542.0,450840.0,278.2962962962963,0.29,0.79
47,80.85106382978722,22529.5,450590.0,479.3510638297872,0.19,0.92
83,79.51807228915662,22486.0,449720.0,270.9156626506024,0.29,0.78
80,81.25,22436.0,448720.0,280.45,0.23,0.75
82,75.60975609756098,22404.5,448090.0,273.2256097560976,0.3,0.8
77,83.11688311688312,22304.0,446080.0,289.6623376623377,0.22,0.74
78,79.48717948717949,22222.75,444455.0,284.90705128205127,0.27,0.8
78,79.48717948717949,22222.75,444455.0,284.90705128205127,0.27,0.79
80,80.0,22166.75,443335.0,277.084375,0.27,0.78
67,83.5820895522388,22165.0,443300.0,330.82089552238807,0.22,0.84
82,75.60975609756098,22115.25,442305.0,269.6981707317073,0.3,0.79
67,82.08955223880598,22083.5,441670.0,329.6044776119403,0.28,0.86
84,76.19047619047619,22059.25,441185.0,262.61011904761904,0.3,0.78
79,82.27848101265823,22042.5,440850.0,279.0189873417722,0.22,0.71
79,82.27848101265823,22042.5,440850.0,279.0189873417722,0.22,0.7
48,81.25,22029.25,440585.0,458.9427083333333,0.19,0.91
37,75.67567567567568,21977.5,439550.0,593.9864864864865,0.17,0.94
79,78.48101265822784,21913.0,438260.0,277.37974683544303,0.28,0.79
79,78.48101265822784,21913.0,438260.0,277.37974683544303,0.28,0.8
51,82.35294117647058,21900.75,438015.0,429.4264705882353,0.19,0.89
81,79.01234567901234,21857.0,437140.0,269.8395061728395,0.28,0.78
75,78.66666666666666,21840.5,436810.0,291.20666666666665,0.23,0.8
75,78.66666666666666,21840.5,436810.0,291.20666666666665,0.23,0.79
76,82.89473684210526,21802.5,436050.0,286.875,0.22,0.75
76,80.26315789473685,21784.5,435690.0,286.6381578947368,0.23,0.78
53,79.24528301886792,21767.5,435350.0,410.70754716981133,0.19,0.88
74,83.78378378378379,21610.75,432215.0,292.0371621621622,0.2,0.72
74,83.78378378378379,21610.75,432215.0,292.0371621621622,0.2,0.73
63,80.95238095238095,21587.25,431745.0,342.6547619047619,0.22,0.86
76,78.94736842105263,21507.0,430140.0,282.9868421052632,0.26,0.8
76,78.94736842105263,21507.0,430140.0,282.9868421052632,0.26,0.79
77,80.51948051948052,21451.0,429020.0,278.5844155844156,0.26,0.78
65,83.07692307692308,21422.0,428440.0,329.5692307692308,0.21,0.83
50,80.0,21411.5,428230.0,428.23,0.34,0.93
65,83.07692307692308,21374.25,427485.0,328.8346153846154,0.2,0.83
76,78.94736842105263,21360.0,427200.0,281.05263157894734,0.25,0.79
76,78.94736842105263,21360.0,427200.0,281.05263157894734,0.25,0.8
58,79.3103448275862,21308.75,426175.0,367.39224137931035,0.21,0.87
77,80.51948051948052,21304.0,426080.0,276.6753246753247,0.25,0.78
58,79.3103448275862,21261.0,425220.0,366.5689655172414,0.2,0.87
74,83.78378378378379,21240.5,424810.0,287.0337837837838,0.21,0.72
74,83.78378378378379,21240.5,424810.0,287.0337837837838,0.21,0.73
71,80.28169014084507,21207.0,424140.0,298.6901408450704,0.22,0.8
71,80.28169014084507,21207.0,424140.0,298.6901408450704,0.22,0.79
72,81.94444444444444,21151.0,423020.0,293.7638888888889,0.22,0.78
65,81.53846153846153,21094.5,421890.0,324.53076923076924,0.21,0.82
65,81.53846153846153,21046.75,420935.0,323.79615384615386,0.2,0.82
73,83.56164383561644,21045.0,420900.0,288.28767123287673,0.2,0.74
71,84.50704225352112,21009.25,420185.0,295.90492957746477,0.21,0.76
69,82.6086956521739,20967.75,419355.0,303.8804347826087,0.21,0.77
71,84.50704225352112,20961.5,419230.0,295.2323943661972,0.2,0.76
